D (-1,-1,-1) (3,0,1)
D (-1,-1,-1) (2,4,2)
D (-1,-1,-1) (5,1,3)
D (-1,-1,-1) (2,2,4)
D (-1,-1,-1) (4,1,4)
D (-1,-1,-1) (4,2,0)
D (-1,-1,-1) (1,0,1)
D (-1,-1,-1) (3,4,4)
D (-1,-1,-1) (3,5,0)
D (-1,-1,-1) (3,3,3)
D (-1,-1,-1) (2,3,3)
D (-1,-1,-1) (5,2,1)
D (-1,-1,-1) (1,0,4)
D (-1,-1,-1) (5,4,0)
D (-1,-1,-1) (3,5,5)
D (-1,-1,-1) (1,3,1)
D (-1,-1,-1) (0,3,2)
D (-1,-1,-1) (5,4,4)
D (-1,-1,-1) (4,5,3)
D (-1,-1,-1) (0,1,4)
D (-1,-1,-1) (0,2,4)
D (-1,-1,-1) (3,4,5)
D (-1,-1,-1) (4,4,3)
D (-1,-1,-1) (3,2,4)
D (-1,-1,-1) (4,5,5)
D (-1,-1,-1) (2,4,3)
D (-1,-1,-1) (4,5,4)
D (-1,-1,-1) (2,0,2)
D (-1,-1,-1) (1,5,4)
D (-1,-1,-1) (1,4,0)
D (-1,-1,-1) (5,5,4)
D (-1,-1,-1) (5,0,1)
D (-1,-1,-1) (3,5,4)
D (-1,-1,-1) (4,3,1)
C 0 26
C 1 25
C 2 1
C 3 17
C 4 17
C 5 19
C 6 10
C 7 20
C 8 19
C 9 17
C 10 23
C 11 15
C 12 6
C 13 16
C 14 23
C 15 24
C 16 2
C 17 20
C 18 25
C 19 5
C 20 19
C 21 6
C 22 19
C 23 12
C 24 10
C 25 0
C 26 0
C 27 0
C 28 0
C 29 0
C 30 0
C 31 0
C 32 0
C 33 0
C 34 0
C 35 0
C 36 0
C 37 0
C 38 0
C 39 0
C 40 0
C 41 0
C 42 0
C 43 9
C 44 14
C 45 4
C 46 8
C 47 0
C 48 14
C 49 14
C 50 21
C 51 14
C 52 14
C 53 2
C 54 11
C 55 24
C 56 8
C 57 1
C 58 3
C 59 0
C 60 1
C 61 10
C 62 21
C 63 3
C 64 18
C 65 9
C 66 3
C 67 6
C 68 11
C 69 21
C 70 4
C 71 24
C 72 18
C 73 12
C 74 4
C 75 8
C 76 21
C 77 3
C 78 2
C 79 6
C 80 25
C 81 22
C 82 21
C 83 24
C 84 8
C 85 23
C 86 1
C 87 18
C 88 9
C 89 18
C 90 8
C 91 7
C 92 11
C 93 21
C 94 1
C 95 25
C 96 26
C 97 10
C 98 3
C 99 14
C 100 11
C 101 1
C 102 20
C 103 7
C 104 1
C 105 14
C 106 4
C 107 12
C 108 19
C 109 20
C 110 2
C 111 6
C 112 3
C 113 15
C 114 16
C 115 18
C 116 8
C 117 9
C 118 23
C 119 9
C 120 9
C 121 18
C 122 4
C 123 5
C 124 15
C 125 16
C 126 4
C 127 24
C 128 6
C 129 20
C 130 20
C 131 17
C 132 23
C 133 6
C 134 1
C 135 3
C 136 7
C 137 16
C 138 21
C 139 23
C 140 11
C 141 8
C 142 1
C 143 5
C 144 16
C 145 21
C 146 14
C 147 24
C 148 21
C 149 21
C 150 12
C 151 24
C 152 9
C 153 25
C 154 12
C 155 16
C 156 22
C 157 8
C 158 14
C 159 19
C 160 16
C 161 2
C 162 16
C 163 19
C 164 18
C 165 23
C 166 7
C 167 7
C 168 4
C 169 9
C 170 2
C 171 9
C 172 2
C 173 26
C 174 5
C 175 10
C 176 3
C 177 11
C 178 24
C 179 8
C 180 14
C 181 22
C 182 14
C 183 8
C 184 4
C 185 10
C 186 26
C 187 14
C 188 19
C 189 19
C 190 6
C 191 22
C 192 19
C 193 1
C 194 21
C 195 8
C 196 5
C 197 11
C 198 24
C 199 15
C 200 11
C 201 18
C 202 16
C 203 5
C 204 7
C 205 20
C 206 4
C 207 8
C 208 9
C 209 21
C 210 10
C 211 18
C 212 12
C 213 0
C 214 11
C 215 20
C 216 10
C 217 8
C 218 7
C 219 4
C 220 20
C 221 15
C 222 9
C 223 12
C 224 19
C 225 18
C 226 14
C 227 8
C 228 24
C 229 17
C 230 9
C 231 9
C 232 6
C 233 14
C 234 4
C 235 17
C 236 25
C 237 7
C 238 24
C 239 26
C 240 4
C 241 25
C 242 25
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 0
C 264 0
C 265 0
C 266 0
C 267 0
C 268 0
C 269 0
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 0
C 308 0
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 0
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 14
C 338 12
C 339 16
C 340 21
C 341 23
C 342 10
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 0
C 366 0
C 367 0
C 368 0
C 369 0
C 370 0
C 371 0
C 372 0
C 373 0
C 374 0
C 375 0
C 376 0
C 377 0
C 378 0
C 379 0
C 380 0
C 381 0
C 382 0
C 383 0
C 384 0
C 385 0
C 386 0
C 387 0
C 388 0
C 389 0
C 390 0
C 391 0
C 392 0
